,city,goal1,goal2,goal3,goal4,goal5,goal6,goal7,goal8,goal9,goal10,goal11,goal12,goal13,goal14,goal15,goal16,goal17
260,岩沼市,87.90572314,79.84848817,99.11417146,85.56529406,98.7659492,90.786422,95.31131334,95.41316755,95.85513003,98.18303917,98.49095911,91.53843406,89.05413654,80.39123293,85.36598709,100,100
261,登米市,91.71150254,86.34423985,87.57909572,85.63691199,90.4439078,85.28116176,92.84188424,99.13615002,83.74782463,95.36666301,91.62347351,79.97893656,82.59911804,92.02645265,94.89032094,95.75700113,90.90489417
262,栗原市,93.35418103,83.70201328,87.38739755,76.53762564,83.04052386,62.22580547,87.04110672,90.50682018,84.24508691,79.60639686,93.10071932,83.54936148,90.3938786,91.42400238,93.60974393,89.58963157,89.1128337
263,東松島市,94.79950294,85.65009772,76.4610623,70.60254731,94.81654794,71.80810535,94.33250016,87.14716842,87.59687692,88.53199011,98.75294811,83.50457473,94.05414344,86.70690834,100,79.92247016,100
264,大崎市,92.15488706,89.32992119,85.01576686,88.44191439,85.1350249,68.05728658,85.72021301,84.68699976,86.30431862,93.55045135,90.11772899,80.47610857,87.18649907,90.74764151,87.68434372,73.71231186,88.50701777
265,富谷市,79.95519421,87.52054616,90.55463461,83.6125675,85.12606604,83.88106677,90.15248752,78.56365327,81.14814909,100,99.89565949,92.3335984,84.93997199,70.26753474,89.11351178,82.72513147,91.76260755
266,蔵王町,95.10962794,83.67722501,85.43468473,87.02521218,90.72176633,78.82391525,90.05859444,74.91209586,76.01177682,85.92193638,69.12116591,91.1340308,86.1398132,79.20974071,96.11275781,97.67615831,91.36557282
267,七ヶ宿町,77.99934792,81.98890435,74.24855392,84.6011802,86.47152674,85.75338258,82.86389453,85.80592977,69.46275247,89.18182214,85.89110814,80.58783288,82.93519255,75.34915505,84.5097858,96.46312753,90.0469289
268,大河原町,84.63937216,85.13967714,82.81503879,76.50897892,74.48969869,100,90.856234,98.31527419,88.80609833,92.03824166,89.38792352,70.65745453,84.87818447,87.55175987,100,88.606505,95.02637617
269,村田町,96.22076672,82.19352177,56.99324686,82.44014491,77.55748249,76.17216326,90.14896099,77.52866329,77.54071002,79.10807506,79.75833451,86.71002421,91.31631953,78.39979025,96.13057913,100,98.55452652
270,柴田町,91.41194724,71.20759541,89.74298965,81.60250383,71.17990482,85.01740923,94.15960823,92.30178024,92.05774939,86.32175609,92.89279404,76.93605346,80.79884757,67.4325234,87.89276762,84.74171785,94.26584756
271,川崎町,92.89499159,73.85599066,85.9192823,81.27797975,96.43331887,62.63527262,78.02038817,74.60952604,68.3186385,95.18106725,66.12454208,74.93868945,85.39371169,67.50134202,86.32982362,94.00624434,94.136738
272,丸森町,94.99125012,79.99093745,87.78481615,70.40265758,91.24494731,75.92413626,89.22486704,76.74197773,81.95123972,89.22874724,94.2220604,82.82044949,87.6399611,82.57967366,87.21685235,90.6848765,78.06740042
273,亘理町,79.71728744,81.83962081,82.77762971,76.3229274,89.83202022,86.52589812,89.37480582,80.68610273,77.80412527,85.7143397,98.4227501,83.84174271,84.93690821,80.47935557,72.61986575,88.79165667,88.16907345
274,山元町,74.76310894,78.02381223,71.10133449,80.51095777,92.94330079,71.20808332,82.82910424,81.81339956,77.55071938,98.02894694,83.89520076,67.21855034,94.09409109,72.99816262,62.82044589,87.92394007,100
275,松島町,85.28647239,85.90705521,79.19810933,80.23114481,91.19153836,69.10500964,86.33606683,66.57198784,65.27650415,72.44304133,87.09628033,61.56050249,82.36451995,79.86094691,83.13770326,100,74.88743094
276,七ヶ浜町,65.94371829,86.13023827,80.73877818,69.75978109,78.17770179,77.05771091,89.18766592,74.04219534,90.28315163,93.74179585,89.40282185,77.32048442,87.2655569,81.31061183,95.16954766,78.17771809,92.89001786
277,利府町,91.51955308,85.88237836,89.74155867,85.58921353,87.23482197,81.30352889,89.66498386,80.42071643,85.10806022,96.71036768,84.4432953,78.20319232,85.89961421,73.64396144,80.96526088,94.11449944,83.86148237
278,大和町,96.94721894,86.21953428,92.41808344,61.77321696,97.12435619,86.87187335,81.14328776,80.84791886,56.22489779,96.69940625,86.97954404,100,93.86532887,81.7483008,88.5241552,83.59434237,81.4086963
279,大郷町,95.45905159,80.6886324,74.79191098,63.36681811,88.05558631,61.27194524,87.55311848,73.15254097,84.54945848,79.89676403,83.00659724,82.06658675,88.13675188,81.38130589,80.83758807,91.10136884,100
280,大衡村,89.22090263,84.81742835,84.01811061,67.61646125,83.15604602,71.19684027,90.37827344,76.70233266,72.69615279,85.22222624,82.00807701,92.26640129,79.97586713,73.98105666,80.29546124,63.63404931,87.52535874
281,色麻町,93.95748081,91.56658917,82.3664973,56.84003471,81.4337522,68.23888347,84.72747699,79.28950484,74.11795065,81.97541612,78.20338666,69.82153673,88.60775161,77.81173649,91.09026119,78.92183134,87.21058947
282,加美町,92.04288751,82.36616348,89.9676626,80.97120516,85.00501879,80.82822147,85.97148883,81.15991388,78.16541539,93.0952842,83.7993233,81.19610981,87.89454969,88.3608496,93.90130441,83.38801095,82.31650644
283,涌谷町,93.23605061,79.00779398,84.34532621,70.25001887,79.19159901,66.91505863,80.03054112,83.17994215,63.28048521,96.02481908,86.43761235,72.66179858,78.91847019,83.84738254,81.9344787,82.56151751,75.76499613
284,美里町,94.99101642,82.99527542,89.55022618,76.34662893,86.01199824,75.93621184,92.1409317,70.78129995,76.1689107,84.7114423,88.12346495,80.44822136,86.34464907,79.82210193,90.92421042,77.91208912,68.27622315
285,女川町,100,61.2656284,88.44735664,77.14376643,85.8966469,91.57067172,83.335887,89.78225669,75.83676899,100,92.21142446,85.64573652,95.40729633,87.35726137,75.02738572,74.80880972,95.06456493
286,南三陸町,100,82.71926721,79.17685864,70.45825597,92.73495029,79.68832945,91.51229418,83.26350028,81.27645878,87.26985426,91.38168372,92.08339542,92.29881956,90.05865341,100,87.44253679,90.63154031
287,秋田市,88.26511856,89.52190618,87.97293715,84.26581423,94.70379028,89.78045478,77.46124633,95.36392466,95.71962337,83.23434195,96.83664579,99.86259407,97.37996927,83.66866091,84.7301225,90.41167035,87.95766087
288,能代市,90.06788245,82.2235109,85.02341196,81.38135921,85.94151742,100,82.91845915,85.49701363,75.79697601,80.17473385,90.15943321,81.04943823,83.29477675,84.5699832,89.29962899,84.64603383,84.66446252
289,横手市,86.21164782,92.06662457,75.85067279,71.81439474,87.35451719,73.58717303,88.20944163,85.19499235,84.35891025,90.14378316,89.79148672,79.86629148,89.94749339,88.39926771,93.51583607,79.68411601,84.35241379
290,大館市,90.13112445,76.91529975,90.96669037,93.6988056,83.74157036,96.88825503,84.42456279,89.69260089,86.00431047,90.68321974,88.2770645,85.53424211,90.56401289,88.14763268,87.33481893,98.74060645,84.86866661
291,男鹿市,97.30509369,90.19057375,92.52883452,75.66604041,86.32045439,63.82593693,87.98025381,83.03622864,82.04164684,90.1287445,93.59209376,85.95352404,91.70286232,86.47057048,87.15164012,89.87734163,94.78503369
292,湯沢市,93.81379243,67.17925089,89.60047589,99.39668332,88.56948414,85.47426967,65.33155784,94.12620215,81.55699632,77.02212024,92.3128845,83.0775659,95.99340057,81.52795224,87.3051229,84.47570385,85.5709698
293,鹿角市,93.17797118,81.21538102,83.38323384,97.47307193,89.41822441,83.28254492,85.75528858,94.83016063,68.18763919,76.78305625,94.74208813,83.24113834,93.70827184,87.17623998,94.96933957,92.89796282,81.60052978
294,由利本荘市,90.41049537,91.06187592,81.68392571,73.72354828,76.85717886,82.37040286,86.82418899,90.59477783,81.39684151,89.5156851,83.18834066,73.1452433,91.56316018,84.76232116,90.43398443,87.59373105,84.85923448
295,潟上市,83.80290232,90.84657959,85.86382475,82.81253931,79.50953631,86.63993788,89.95846948,84.41895521,84.00440816,74.63856725,96.49180759,81.77004979,85.65268016,84.94791977,84.23085914,79.0262137,89.84300593
296,大仙市,93.09650882,83.02532518,88.13898884,91.33360016,83.59053795,71.80509092,96.73434384,93.73188014,84.82911375,91.05291444,91.6977416,83.30686738,92.52840535,80.89962337,88.28461503,100,86.46329343
297,北秋田市,96.63017698,88.78691433,91.58154929,89.90323663,85.31069652,88.32388591,88.42195162,83.64935347,80.8885006,60.98499481,95.19087359,88.02156393,91.46620119,81.8217337,94.47904558,96.17628892,87.58978692
298,にかほ市,92.22321773,80.42683454,90.13874851,75.57509786,79.57010949,78.56152255,87.89049639,85.45564918,73.60877209,81.25210675,87.95962555,77.03608361,84.32001745,74.53949875,85.64649517,96.05927572,85.66729771
299,仙北市,82.79748854,77.8297862,82.10907142,91.42642554,83.8371545,94.82832345,91.47380566,83.82551422,82.06799866,67.3947998,89.13540902,85.17862314,92.49087757,91.46017113,89.46368823,89.1837223,86.81650326
300,小坂町,68.62135932,78.1896757,79.4284376,72.98645626,84.32196015,90.41009028,87.27013041,86.47327342,60.18064949,71.06021311,71.5350854,95.95475037,86.74010447,83.20802135,89.69020392,100,66.96498245
301,上小阿仁村,89.07344609,70.12211394,79.93550219,92.21312737,88.31164689,20.17711715,82.49444595,75.13093401,70.05314415,81.86165468,58.65244444,62.88337037,88.87747561,82.00127585,85.56622119,100,81.62617259
302,藤里町,91.39844726,75.98496492,74.64071754,89.0450202,96.54153155,83.9539941,80.31728918,79.18207402,71.02369539,91.18599015,72.51900756,78.35440979,89.78032609,79.80124557,88.97822905,71.94708285,84.17635465
303,三種町,93.08753594,83.18319676,86.26650925,87.70754727,87.49955587,37.81502493,85.82238618,77.57964205,57.85550741,82.08037592,77.816564,71.87958124,75.81978563,71.18247382,81.26390774,93.76398451,82.92307004
304,八峰町,79.73264698,85.27837807,64.57827285,85.02346095,83.17165167,61.39608556,80.04031309,73.23462845,67.48548477,96.6382099,76.6803308,69.48796698,82.00637015,73.48276746,89.62155042,86.33758465,63.70891482
305,五城目町,84.18750729,87.64050862,83.23841418,86.58788564,84.55478042,88.3732755,88.85504262,75.3986817,81.05705235,90.41152476,66.04469097,82.58544722,91.22775146,87.50545617,88.99685632,82.85553705,88.18532451
306,八郎潟町,86.93325127,83.79141095,66.09885065,91.71541646,78.74816587,88.49459653,74.57871504,75.69553784,70.08952419,95.2491645,70.88068965,73.22315967,91.78120478,75.42428135,80.86385394,93.94716661,74.32734482
307,井川町,80.91315278,81.96740102,86.97895325,73.99947031,73.68449928,83.7502141,89.97704507,74.58182323,76.4638072,94.7020215,65.72121457,75.72241259,87.59292713,77.39174075,87.91069803,100,98.95016005
308,大潟村,76.18187346,80.21387415,68.07190927,90.9878461,74.81993535,80.6126461,84.0218394,95.51789718,57.69111655,100,69.90338109,90.59677761,87.93080474,69.93541176,90.82190515,74.69774513,91.15740091
309,美郷町,91.01020757,81.51998229,81.49153231,90.27399209,85.0966601,96.4230757,89.12740948,84.31274325,78.72436059,89.71783708,72.61773734,83.58148843,95.73952224,84.16862498,93.25904634,74.501014,95.33767186
310,羽後町,94.86187225,88.1195203,97.40608632,92.71740679,72.4530533,75.86946524,74.41128891,76.34053974,84.5811324,89.54725999,87.77267568,80.13287222,84.55293154,84.07481297,95.30471406,93.07154469,91.91118627
311,東成瀬村,79.76128438,75.73502176,77.39525017,84.27909517,79.61513096,83.89945325,82.59083514,83.38369575,73.48207483,49.99530242,71.15238996,60.16181198,77.71054433,83.31350053,82.69099675,95.58621887,71.68738694
312,山形市,92.9901374,89.71781812,93.88529331,88.02550337,94.71430823,95.20652918,88.73727928,95.40671716,93.24888179,94.15690257,98.22568575,95.16450763,92.92708988,96.40385028,87.98959163,95.0397071,92.15433898
313,米沢市,91.55492048,87.22590563,88.7260774,82.98156931,71.40448223,89.30002929,86.95879789,94.7976277,72.87520759,90.42664621,89.32589901,85.95880549,86.80440446,84.97821754,88.62377508,77.70402309,84.97797827
314,鶴岡市,86.24366627,86.46136255,100,80.42719543,77.44971008,83.69901985,95.66192712,89.84446186,76.97806676,73.91792689,93.98118208,80.28286096,90.52659331,87.19589912,88.78698439,81.26336532,78.57083528
315,酒田市,94.66720797,82.99487701,87.14925393,87.87174244,81.19677006,94.29546388,86.398459,87.97476793,79.82469547,85.10152312,95.07953612,87.83349807,92.66543336,86.82306284,96.4227411,87.92544044,84.98930615
316,新庄市,91.47300516,80.04760815,82.09259287,89.96133459,80.04897137,91.31560649,93.59880301,87.69640164,73.41014607,84.9470027,89.29390571,83.34158447,87.48338146,84.76328854,87.32415369,91.56075343,85.55998122
317,寒河江市,90.38627005,83.0356618,77.09187029,93.40142073,89.62781246,84.72284175,89.33803024,83.9467046,68.29932902,88.16834847,100,83.96372807,86.71758536,78.04972425,81.97771551,93.50007571,92.24375653
318,上山市,100,92.44452963,89.97527009,87.26008027,94.06909845,92.42229656,87.15307646,85.11709208,73.49320848,74.49128197,96.2402159,92.59310096,96.31592952,94.33981954,100,100,84.84309106
319,村山市,97.12708901,90.59189593,69.73942128,67.25509873,95.49138194,89.56508638,88.1154543,98.82837274,77.70403479,73.19424953,89.4991873,77.52720987,79.68492573,89.58430572,89.36358374,94.4706787,89.55842783
320,長井市,77.12366304,82.26591465,70.94958451,92.73074093,66.79741194,89.91207821,91.41209935,88.44051843,84.51709307,91.67761803,90.54288309,80.74653599,88.06604813,89.0161793,88.0974739,92.66440197,92.14105001
321,天童市,89.58841464,87.11133622,92.15079894,88.24237014,77.80718757,93.86269881,88.88121351,87.20325855,77.0736339,96.73802152,95.79088899,87.10694013,95.688282,85.86599859,94.64481632,89.22873253,89.15033447
322,東根市,91.84519001,87.90629774,91.42181906,75.59998573,84.67924232,96.39915866,78.66195791,95.69200249,51.44305272,98.54950795,86.55549414,97.07261022,87.35047241,81.22399689,96.29422663,95.82075575,80.04423064
323,尾花沢市,88.4633124,78.66896129,80.58144978,68.62269175,97.79654795,89.84215443,90.09244092,92.74987241,84.84065636,75.26325195,100,83.58778234,89.07172953,78.10059811,92.60680866,91.98646479,76.57917505
324,南陽市,95.05811338,74.63119894,70.11873862,82.52351918,61.35825601,89.92472309,92.28766227,91.6729288,89.84170871,95.40473151,95.25968341,78.46992493,82.01679692,89.36511799,84.86619378,85.28831902,100
325,山辺町,96.20293965,93.5421274,76.77687907,84.61339173,74.59553183,91.65309503,82.73656095,69.7941029,82.69662282,81.01091431,79.49132385,72.9718647,92.00320993,94.51006478,94.79319042,83.78220546,80.28299484
326,中山町,90.7684212,89.44630487,69.80637526,80.1317514,61.55785557,93.64389464,84.34454785,87.0291824,68.0894909,76.08012251,89.81754195,90.06993623,94.60058063,90.43052911,100,77.82432661,82.34654152
327,河北町,79.35519683,79.16580247,73.76897945,89.76557162,70.25689437,86.06343557,90.2598381,92.16443011,82.320425,92.32469921,92.93243618,81.06030638,76.98200329,72.63671173,87.4302541,97.78198973,98.64947436
328,西川町,89.86562981,79.18957555,81.04834621,77.2601351,87.95051757,87.23191607,83.23343185,73.65584575,78.70296231,90.47100691,69.17549266,75.04052691,82.20143951,83.94950158,93.45821229,69.35296221,89.60947513
329,朝日町,90.90277135,85.17180207,77.20595799,77.08509602,83.1021869,72.93097777,91.57038409,87.40940696,85.75289031,82.12653482,81.84209066,81.29977702,83.10242663,70.35781339,84.6287245,74.25351288,97.73152427
330,大江町,99.64167196,83.98890461,65.53187854,81.95144902,75.03102098,85.4426355,90.59669048,73.27576961,73.44006244,82.76649242,77.99581403,79.64952768,87.10445335,80.11336526,87.35605409,83.41709669,83.92474442
331,大石田町,89.38487612,80.86011232,73.55489026,79.42106602,90.25187648,89.14336611,85.94794302,82.20144375,74.6474479,89.56678708,83.00959663,79.65545533,90.11825276,82.12072163,88.35473113,96.38411286,100
332,金山町,69.7066204,79.26227771,82.63463958,86.22492361,91.13368287,75.54389641,84.85375467,88.87178586,60.98369118,74.99999927,85.78104357,76.00449024,90.48284135,78.6325939,89.46569897,92.26672786,88.51491485
333,最上町,93.91144471,89.65636949,86.45181317,88.03187088,91.87354022,78.53159101,86.2538945,95.27685524,89.00645606,84.93717765,87.49782395,74.82861455,93.39331973,73.75068423,92.16798718,86.67734849,87.03641351
334,舟形町,72.58957634,77.06668461,83.47374419,77.06256699,91.1059859,85.8328091,86.04228507,77.81147135,66.32632167,75.96829185,73.92847115,73.97680918,76.9755746,69.01256616,83.72411063,87.29333293,89.55271208
335,真室川町,88.55187862,88.84108146,91.18499791,85.66577525,77.53942815,83.31191012,86.42343087,76.7121434,86.34075692,86.68878566,82.45298148,80.3179453,87.41370533,83.27329768,80.7511525,91.29071585,81.92128551
336,大蔵村,85.3129894,73.10780764,89.41738251,73.90663589,91.50586717,88.01484529,89.95543681,10.67191803,63.17708759,99.09298361,87.34125604,0,71.76812242,95.10240488,92.22456401,100,87.78819921
337,鮭川村,92.61489132,81.02162383,77.39097422,71.68476549,82.09522835,81.32851407,85.09820392,75.57244625,47.16564262,98.39512539,59.7193871,62.50789522,91.72376676,84.5659184,85.31141922,88.6883116,89.15560764
338,戸沢村,85.60674698,84.02553016,68.4691844,84.48966123,87.14961091,90.7820031,92.08608257,74.34378047,67.48453682,100,58.62773798,88.2027606,94.4577362,82.03491851,87.96310866,94.88239048,80.13796377
339,高畠町,100,81.96456245,84.42650258,84.02452346,63.39145574,90.50163676,88.64361759,86.93836908,81.45838769,82.87516628,95.51495517,80.33446195,82.85381754,80.40081972,91.47673389,88.95657215,95.82545023
340,川西町,78.63731081,77.83227081,82.04137179,97.34591766,76.91952257,77.50759705,84.7765596,68.11462821,71.85196091,87.4359307,82.40132993,73.79823185,86.58108131,79.1217594,79.35898386,96.80432069,100
341,小国町,96.97662694,75.57264379,100,72.94961331,86.95259442,100,90.99756334,89.10685673,62.60986873,83.80882691,99.18089788,90.59850347,94.10707226,75.26115102,99.08304647,81.57237479,93.17896732
342,白鷹町,98.82391543,85.17130404,86.94723725,71.81950404,57.18296972,86.63488505,87.08232833,86.19005817,84.54183803,90.1225776,82.43638356,77.11667538,85.32942161,85.9656518,83.93929217,96.68562684,88.52399458
343,飯豊町,80.88344637,83.06055962,69.66612323,92.0704739,73.11469712,86.57115653,94.48417653,90.03027261,59.45294438,92.91332017,89.52790059,82.95805697,84.24521483,88.17219534,84.83244338,100,98.34000247
344,三川町,82.89568408,85.79176956,79.87559218,92.47419198,59.07330653,90.21425834,81.11802954,98.19668194,69.32174416,79.8007583,86.0463566,73.38890222,89.53082562,68.37305702,70.95933352,73.99448115,73.29979559
345,庄内町,99.60966279,83.32322403,93.63502557,96.42318586,87.05081825,92.21028481,86.59705285,73.74708191,81.88892692,77.27457139,91.15184081,82.24744031,83.36437552,86.60999915,93.90215375,86.95508875,74.23946684
346,遊佐町,82.58163793,91.25889352,84.51501692,91.21039406,87.0275843,88.63023195,87.8482728,87.00487052,69.46925884,85.95141872,92.10924238,75.38149642,90.78481816,81.26937075,77.91641248,90.29595119,83.37795152
347,福島市,95.46347464,86.85190684,90.07656901,80.05560947,94.27218634,92.71539289,88.89796385,86.93293171,79.95030187,90.96081196,97.73188331,90.08783833,91.38876701,80.31688037,100,88.30829902,95.00925304
348,会津若松市,91.09302283,90.9498493,98.98416512,83.53571265,83.04328175,95.55132569,89.09225221,83.56693289,83.81210639,93.05820238,87.2808178,84.76295282,89.00914109,87.19976693,90.05880775,86.18601407,88.70107521
349,郡山市,94.15280744,85.52909507,97.47932451,73.26933754,90.52279033,95.92393699,90.51337295,83.2346894,82.3068401,95.30223137,97.51204541,83.48222638,87.18379227,75.62309925,91.65037737,99.45888672,100
350,いわき市,92.36885129,84.47867495,87.8779638,85.98858889,93.24645851,95.83014116,81.62241647,85.64777556,79.72962022,95.15782788,100,100,87.16184094,79.22934198,90.80581036,84.78547136,89.21075267
351,白河市,80.78351123,86.46604965,79.51002795,80.2092197,99.26066804,96.65873367,90.55117735,87.33376272,78.32210108,96.06307437,91.92905131,84.54976065,93.12349345,87.84881828,92.00203392,86.04696592,93.12968361
352,須賀川市,90.74901436,71.36125375,100,77.05119828,89.9468534,92.02129169,90.76481098,94.4438371,89.38521879,93.72361283,100,87.44044844,94.69966761,74.32687413,89.73862617,86.61270053,90.90121266
353,喜多方市,95.81602901,86.01663016,79.28935832,91.05059671,92.3949339,97.24352839,88.98800435,88.08131772,76.63515535,82.22778826,90.07427779,84.66718059,84.1236826,86.83440236,88.19718803,90.02968155,81.91127747
354,相馬市,92.36537928,82.85753499,82.24840496,91.00788417,93.15628289,86.66925578,91.29482111,84.7732733,77.38217418,94.47622205,92.96777156,89.22495681,83.86324036,90.36391564,74.56427146,86.30919234,90.26193849
355,二本松市,91.58768229,89.29689053,83.8202756,77.42299612,81.81993587,93.67562319,89.49483996,88.56521262,79.35834393,91.09788682,91.73734544,80.22046397,89.73511395,77.47865269,83.53396494,100,99.41295925
356,田村市,85.3049084,69.85763127,75.31688611,83.06000121,82.0055568,57.03174644,92.82220191,88.56901042,80.94145965,96.93141555,89.72163253,76.12964054,96.77171955,100,75.2435983,90.64544341,97.26314052
357,南相馬市,89.36353079,81.66258315,93.07347942,80.55951459,89.98101092,93.9267705,91.22822432,86.95311073,80.89577687,95.90198571,94.36253056,87.76418274,96.12118532,77.5564001,89.66675272,95.27833112,92.78804007
358,本宮市,76.14615364,75.7251444,85.52634729,75.71235711,90.98533657,82.36401583,95.78692271,95.27381382,90.29065362,100,92.77031547,80.82865245,80.51051733,99.55104969,77.94375653,83.36166847,98.54101952
359,桑折町,82.58585109,78.64279145,91.70002745,82.68485968,84.38990804,85.56823479,85.43656062,85.61473419,80.64504112,74.30736843,90.90615317,68.4044085,87.80868871,86.88955188,81.52516393,84.07426814,71.93766429
360,国見町,88.42945805,82.66622062,96.61086223,73.90724321,90.27978681,68.23411934,87.21974797,84.14795654,76.19243524,75.09342742,88.32939948,58.98820193,81.45315102,80.58761298,96.52855503,83.78042041,88.90498663
361,川俣町,94.85519978,80.54105886,83.04730531,84.03558121,88.50133892,89.06428561,88.58156226,81.45118502,73.98197998,94.78735104,70.81747484,75.41573785,91.07908972,81.90126117,85.26690947,88.88525362,96.87720283
362,大玉村,100,67.93638287,66.89919745,76.8667334,79.33606071,78.67668634,88.46357281,85.23368309,71.31311696,83.24450952,81.79119839,73.06090641,81.61211423,70.30609903,91.56748114,80.55691305,86.58028042
363,鏡石町,94.22678787,84.32097885,89.1579793,81.39586559,73.94873101,79.14084085,82.48163096,93.47792895,86.93988209,87.32439025,88.99189083,65.72796672,74.05650482,57.59219382,86.0985063,83.25595772,92.74491248
364,天栄村,92.05639771,78.03240147,72.03057425,89.80184889,86.19747766,82.37100446,92.12500829,76.26390289,70.87865378,94.15727631,90.32154024,87.06358782,89.69645544,87.39292103,89.42835968,94.6249989,87.59440214
365,下郷町,90.21702507,74.26014741,83.69896018,86.93521648,84.42017673,75.70321565,94.41022118,91.2766927,73.99627043,96.50357805,71.40608972,62.4009195,77.84926817,84.87132596,85.56255542,90.94157289,80.51872886
366,檜枝岐村,59.16187037,82.92374497,58.72624298,92.39770202,80.45147702,91.46185917,62.24495451,95.4464741,100,72.56935624,66.97990216,93.37551949,88.33473393,93.53297669,73.0877232,83.16623652,99.13130097
367,只見町,89.11907284,82.8385135,91.38469479,85.34248497,93.29149322,99.09943325,91.2517335,98.60293775,78.28736933,89.45466571,92.17118713,84.26384676,77.85763055,93.12136876,88.27787177,95.11833594,84.8711293
368,南会津町,91.0442288,81.10337216,82.6712834,86.7056409,92.62296793,85.62386036,90.7842193,93.83685229,67.57497161,90.44400564,88.91447679,85.55891712,87.18043654,79.51016819,88.45577781,90.15221664,88.1131226
369,北塩原村,85.27488737,83.3352385,68.94939581,90.65011145,87.33227339,79.63146241,87.45087738,84.16335604,61.20339898,81.75897016,64.14689665,84.2728197,82.94938895,81.56173438,80.87311276,81.23090397,90.29980906
370,西会津町,85.74986239,85.54894849,70.95615459,81.32074465,88.14495293,83.15826903,91.77574623,72.40323742,74.41042881,82.72516427,70.5940326,79.00007019,89.29894011,81.28434874,79.65047114,90.54976127,67.41152138
371,磐梯町,82.15660026,74.57315454,83.29858625,82.17860214,83.56854574,75.36600028,81.3904766,73.46190319,77.786148,75.84924985,68.90997952,56.04039056,81.22955737,81.20241373,79.03537783,52.29364119,82.16828134
372,猪苗代町,86.86070303,89.82136498,92.19836368,92.13021459,94.18218346,81.53674633,88.96043017,83.23624419,69.06159887,74.4807461,87.00887734,85.92056572,94.24405327,87.15846372,91.27009592,94.8799909,86.32518152
373,会津坂下町,87.63819884,83.31694667,89.88327788,89.16715812,89.09248071,78.84339466,88.380024,88.5174456,75.62363172,92.79881289,84.8590545,84.57993358,81.0636827,77.09908234,91.26109671,86.3389036,91.50582905
374,湯川村,80.22854009,81.8363178,58.01132973,87.79182229,82.78980853,65.68388109,80.29408588,89.67962232,90.98912363,86.23190925,63.50962774,84.76006913,81.83728311,80.90818955,75.15495158,74.92061699,90.64444307
375,柳津町,84.8251481,79.20739252,78.45104916,82.06127761,86.86472411,82.87196786,89.78217174,79.74613909,77.54880852,89.86698871,69.68814458,63.23479203,82.23008559,75.64309059,83.83369669,85.03769229,86.84641751
376,三島町,83.55253362,75.79999846,73.22543622,96.2024111,86.39431619,79.03953375,93.3816986,74.66367122,82.91150041,83.39090082,61.0008684,61.91280971,93.16373232,79.28985443,78.24823681,92.46320786,87.19196592
377,昭和村,89.26737811,88.36990899,72.93567132,90.6889071,83.38657178,77.90238592,76.6788775,70.84860858,62.3896343,97.52354951,75.24980792,78.39176767,87.85185327,82.11464467,100,85.02141774,86.76562547
378,会津美里町,86.86572724,81.69985029,97.68472113,79.9748514,81.19059996,88.38566457,92.55332113,76.60951383,82.9566257,78.61861636,89.75555103,73.7750469,83.15584088,89.63811776,86.15885393,99.76306688,80.77292339
379,西郷村,88.31718321,69.01736068,75.65079333,82.38508401,87.14357283,78.14081342,81.48923649,96.89795522,51.51480162,100,95.94589938,88.40522005,86.06545464,79.26587053,93.76000947,75.15330157,80.289394
380,泉崎村,84.66879297,86.20240788,95.9454099,73.42023645,78.40199975,87.37581213,84.73939794,78.88281505,68.47011145,89.86615628,100,83.43230919,84.53533542,81.15696682,99.10931493,78.13933667,100
381,中島村,80.34627229,79.82288802,81.01373448,83.10470027,78.7620512,75.78592073,83.66482086,83.75226837,73.23259477,76.43409212,83.53364086,67.22633006,82.42717545,89.88520906,78.01928788,83.03328256,85.27434874
382,矢吹町,95.30126104,72.24610961,71.6542599,92.68336244,88.1021658,86.89245339,92.84116482,93.3240458,77.70948752,98.40597039,88.71121695,86.53318325,72.6999559,84.7831303,84.55626536,93.40622177,99.04525795
383,棚倉町,88.20553385,86.54589036,85.74161733,89.48929749,77.66857678,86.62114497,83.19623899,79.35780665,77.86351442,97.14514633,83.91731014,73.08614859,82.28641967,79.4459745,88.1081516,79.88162537,77.87098559
384,矢祭町,94.42969207,78.02668189,74.57526598,90.25105085,82.85153784,79.43080062,90.96583118,88.58170585,53.28314586,91.63026554,76.29987419,75.68718616,90.18015304,82.90534141,86.75500595,59.03999909,83.28858154
385,塙町,95.7011107,86.98722506,83.27928924,86.66446264,85.84839312,85.53569625,92.84458706,85.77820408,77.15931539,96.9646474,82.72253221,85.2123834,78.36985152,74.84692853,88.94935228,82.8359321,85.55194693
386,鮫川村,91.95469689,82.33246231,81.97303831,77.93536397,85.56733552,70.16908101,87.29991929,73.78017013,74.30399526,92.83972044,77.81427517,75.53176741,83.79889846,85.82568453,87.43131804,91.55550053,83.37992972
387,石川町,72.23076053,75.86640923,80.5031786,68.03501155,87.44753339,86.28963304,40.82889574,79.86047574,68.2161389,88.59324937,91.64518444,72.79624688,88.91515332,84.41893153,83.56254973,99.4545255,99.13039708
388,玉川村,85.02817886,75.12701978,81.67387063,80.02279341,84.48543996,83.04284648,85.76622279,97.76736349,71.9309849,84.61629299,69.09901541,71.35190537,82.01874518,77.16852861,92.77408868,77.88251178,88.74250368
